ID,log2 fold change,Average Expression,moderated t-statistic,nominal p-value,Benjamini-Hochberg adjusted p-value,Gene Symbol,Gene Title,Chromosomal Location,Alignments
232297_at,-0.205,5.064,-4.009,1.22E-04,3.11E-03,KLHL5,kelch-like 5 (Drosophila),chr4p14,chr4:39124003-39125223 (+) // 12.39 // p14
1553603_s_at,-0.129,4.940,-4.008,1.22E-04,3.11E-03,ATL2,atlastin GTPase 2,chr2p22.3,chr2:38523042-38604415 (-) // 95.06 // p22.2
242753_x_at,-0.172,3.733,-4.007,1.23E-04,3.13E-03,AP1AR,adaptor-related protein complex 1 associated regulatory protein,chr4q25,chr4:113186887-113187987 (+) // 94.96 // q25
238516_at,-0.173,4.256,-4.006,1.23E-04,3.13E-03,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",chr2q33-q34,chr2:203425309-203426813 (+) // 98.61 // q33.2
218871_x_at,-0.195,7.668,-4.006,1.23E-04,3.13E-03,CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,chr10q11.21,chr10:43671397-43680740 (+) // 91.64 // q11.21 /// chrX:105570760-105572808 (+) // 84.69 // q22.3
1567081_x_at,-0.127,4.147,-4.003,1.24E-04,3.16E-03,CLN6,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant",chr15q23,chr15:68499832-68500202 (-) // 68.65 // q23
222538_s_at,0.179,8.287,4.000,1.26E-04,3.18E-03,APPL1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",chr3p21.1-p14.3,chr3:57261796-57307640 (+) // 92.33 // p14.3
211060_x_at,0.147,6.149,4.000,1.26E-04,3.18E-03,GPAA1,glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast),chr8q24.3,chr8:145137570-145141119 (+) // 98.34 // q24.3
204500_s_at,-0.148,8.006,-3.995,1.28E-04,3.24E-03,AGTPBP1,ATP/GTP binding protein 1,chr9q21.33,chr9:88161454-88327482 (-) // 98.58 // q21.33
1557117_at,-0.103,5.581,-3.994,1.29E-04,3.25E-03,---,---,---,chr13:52027479-52028927 (+) // 86.68 // q14.3
1558688_at,0.106,6.227,3.993,1.29E-04,3.26E-03,LOC441461,hypothetical LOC441461,chr9q31.1,chr9:102648598-102668883 (-) // 68.05 // q31.1
1555548_at,0.096,4.372,3.992,1.29E-04,3.26E-03,NDUFA10,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa",chr2q37.3,chr2:240922933-240964718 (-) // 84.19 // q37.3
211760_s_at,-0.243,6.051,-3.992,1.29E-04,3.26E-03,VAMP4,vesicle-associated membrane protein 4,chr1q24-q25,chr1:171673060-171711094 (-) // 92.57 // q24.3
224563_at,0.488,6.110,3.992,1.29E-04,3.26E-03,WASF2,"WAS protein family, member 2",chr1p36.11,chrX:47662554-47668107 (+) // 89.62 // p11.23 /// chr1:27730733-27816669 (-) // 95.54 // p36.11
242228_at,-0.215,4.884,-3.992,1.30E-04,3.26E-03,---,---,---,chr12:32493120-32493658 (+) // 89.97 // p11.21
212079_s_at,0.250,3.663,3.990,1.31E-04,3.28E-03,MLL,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)",chr11q23,chr11:118307227-118396372 (+) // 96.88 // q23.3
202147_s_at,-0.157,8.043,-3.988,1.31E-04,3.30E-03,IFRD1,interferon-related developmental regulator 1,chr7q31.1,chr7:112090533-112115783 (+) // 95.37 // q31.1
201260_s_at,-0.153,8.784,-3.987,1.32E-04,3.30E-03,SYPL1,synaptophysin-like 1,chr7q22.3,chr7:105730953-105753009 (-) // 97.23 // q22.3
224316_at,-0.110,4.131,-3.987,1.32E-04,3.30E-03,---,---,---,chr5:53345653-53347054 (+) // 61.89 // q11.2
225980_at,-0.116,8.459,-3.987,1.32E-04,3.30E-03,C14orf43,chromosome 14 open reading frame 43,chr14q24.3,chr14:74181824-74185094 (-) // 88.77 // q24.3
222453_at,-0.388,7.721,-3.986,1.32E-04,3.30E-03,CYBRD1,cytochrome b reductase 1,chr2q31.1,chr2:172378986-172414637 (+) // 93.49 // q31.1
214395_x_at,-0.143,4.707,-3.984,1.33E-04,3.32E-03,EEF1D,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),chr8q24.3,chr8:144661900-144662240 (+) // 61.85 // q24.3
222439_s_at,0.313,8.080,3.984,1.33E-04,3.32E-03,THRAP3,thyroid hormone receptor associated protein 3,chr1p34.3,chr1:36690031-36770958 (+) // 96.26 // p34.3
209920_at,0.257,4.941,3.980,1.35E-04,3.37E-03,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)",chr2q33-q34,chr2:203242161-203424683 (+) // 100.0 // q33.1
212200_at,-0.103,7.711,-3.979,1.36E-04,3.37E-03,ANKLE2,ankyrin repeat and LEM domain containing 2,chr12q24.33,chr12:133302092-133338533 (-) // 97.03 // q24.33
210225_x_at,0.125,4.319,3.979,1.36E-04,3.37E-03,LILRB3,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3",chr19q13.4,chr19:54720796-54746602 (-) // 97.92 // q13.42 /// chr19:54724954-54726850 (-) // 45.64 // q13.42
235007_at,-0.166,5.952,-3.978,1.36E-04,3.37E-03,BBS7,Bardet-Biedl syndrome 7,chr4q27,chr4:122745595-122749350 (-) // 83.33 // q27
1558801_at,-0.135,7.172,-3.978,1.36E-04,3.37E-03,---,---,---,---
209649_at,-0.117,8.647,-3.978,1.36E-04,3.37E-03,STAM2,signal transducing adaptor molecule (SH3 domain and ITAM motif) 2,chr2q23.3,chr2:152975112-153032265 (-) // 96.42 // q23.3
223585_x_at,-0.130,5.539,-3.977,1.37E-04,3.38E-03,KBTBD2,kelch repeat and BTB (POZ) domain containing 2,chr7p14.3,chr7:32909698-32919284 (-) // 97.16 // p14.3
203137_at,-0.104,9.046,-3.975,1.38E-04,3.40E-03,WTAP,Wilms tumor 1 associated protein,chr6q25-q27,chr6:160148619-160170447 (+) // 98.71 // q25.3 /// chr6:51273830-51275343 (-) // 90.75 // p12.3
212984_at,-0.103,9.636,-3.974,1.38E-04,3.41E-03,ATF2,activating transcription factor 2,chr2q32,chr2:175936986-175938895 (-) // 90.99 // q31.1
218735_s_at,-0.116,7.794,-3.974,1.38E-04,3.41E-03,ZNF544,zinc finger protein 544,chr19q13.43,chr19:58740338-58775164 (+) // 77.27 // q13.43
235215_at,-0.135,6.667,-3.973,1.38E-04,3.41E-03,ERCC4,"excision repair cross-complementing rodent repair deficiency, complementation group 4",chr16p13.12,chr16:14044464-14046203 (+) // 95.75 // p13.12
219335_at,-0.103,7.146,-3.973,1.39E-04,3.41E-03,ARMCX5,"armadillo repeat containing, X-linked 5",chrXq22.1-q22.3,chrX:101856064-101859081 (+) // 99.92 // q22.1
208923_at,-0.172,9.425,-3.971,1.39E-04,3.43E-03,CYFIP1,cytoplasmic FMR1 interacting protein 1,chr15q11,chr15:22892735-23003602 (+) // 99.54 // q11.2
201212_at,-0.245,9.678,-3.971,1.40E-04,3.43E-03,LGMN,legumain,chr14q32.1,chr13:65531705-65533564 (-) // 92.54 // q21.31 /// chr14:93170161-93199163 (-) // 98.92 // q32.12
208081_s_at,-0.169,4.197,-3.969,1.41E-04,3.45E-03,ZNF442,zinc finger protein 442,chr19p13.2,chr19:12460184-12476447 (-) // 79.01 // p13.2
228888_at,0.092,3.765,3.968,1.41E-04,3.46E-03,STAC2,SH3 and cysteine rich domain 2,chr17q12,chr17:37366788-37367641 (-) // 86.3 // q12
237257_at,0.108,4.275,3.966,1.42E-04,3.48E-03,RAB4B,"RAB4B, member RAS oncogene family",chr19q13.2,chr19:41284263-41284769 (-) // 94.57 // q13.2
205628_at,-0.157,6.505,-3.966,1.42E-04,3.48E-03,PRIM2,"primase, DNA, polypeptide 2 (58kDa)",chr6p12-p11.1,chr6:57182421-57513375 (+) // 85.6 // p11.2
207700_s_at,0.233,9.370,3.965,1.43E-04,3.48E-03,NCOA3,nuclear receptor coactivator 3,chr20q12,chr20:46130684-46284486 (+) // 97.68 // q13.12
222870_s_at,-0.157,10.846,-3.965,1.43E-04,3.49E-03,B3GNT2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",chr2p15,chr2:62423273-62451864 (+) // 96.79 // p15
216177_at,-0.162,5.638,-3.964,1.43E-04,3.49E-03,---,---,---,chr1:168907700-168908227 (+) // 96.7 // q24.2
228217_s_at,-0.106,9.035,-3.963,1.44E-04,3.50E-03,PSMG4,"proteasome (prosome, macropain) assembly chaperone 4",chr6p25.2,chr6:3259203-3268300 (+) // 99.11 // p25.2
225572_at,-0.119,8.645,-3.961,1.45E-04,3.52E-03,CREB1,cAMP responsive element binding protein 1,chr2q34,chr2:208466040-208468155 (+) // 94.66 // q33.3
213393_at,-0.175,4.890,-3.961,1.45E-04,3.52E-03,MFSD9,major facilitator superfamily domain containing 9,chr2q12.1,chr2:103331088-103333524 (-) // 90.0 // q12.1
224642_at,-0.161,7.774,-3.960,1.45E-04,3.52E-03,FYTTD1,forty-two-three domain containing 1,chr3q29,chr3:197476766-197511317 (+) // 99.16 // q29
238350_at,0.144,3.762,3.960,1.45E-04,3.52E-03,UBN2,ubinuclein 2,chr7q34,chr7:138916589-138944116 (+) // 84.26 // q34
242136_x_at,-0.405,7.653,-3.959,1.46E-04,3.53E-03,MGC70870,C-terminal binding protein 2 pseudogene,---,chr17_gl000205_random:119461-119733 (+) // 62.5 //
223950_s_at,0.149,4.090,3.959,1.46E-04,3.54E-03,FLYWCH1,FLYWCH-type zinc finger 1,chr16p13.3,chr16:2983149-2999810 (+) // 97.17 // p13.3
218294_s_at,-0.100,9.716,-3.958,1.46E-04,3.54E-03,NUP50,nucleoporin 50kDa,chr22q13.31,chr22:45581826-45583299 (+) // 95.35 // q13.31 /// chr14:65064204-65065670 (-) // 94.07 // q23.3
1556072_at,0.168,5.190,3.958,1.46E-04,3.54E-03,C22orf37,chromosome 22 open reading frame 37,chr22q11.21,chr22:18260087-18262059 (+) // 52.8 // q11.21
228853_at,-0.099,8.879,-3.957,1.47E-04,3.54E-03,STYX,serine/threonine/tyrosine interacting protein,---,chr14:53241233-53241703 (+) // 94.38 // q22.1
209677_at,-0.133,3.491,-3.957,1.47E-04,3.54E-03,PRKCI,"protein kinase C, iota",chr3q26.3,chr3:169940220-170022541 (+) // 91.57 // q26.2 /// chrX:100790812-100794433 (-) // 85.85 // q22.1
233463_at,0.485,4.906,3.953,1.49E-04,3.58E-03,RASSF6,Ras association (RalGDS/AF-6) domain family member 6,chr4q13.3,chr4:74449357-74451515 (-) // 70.8 // q13.3
219012_s_at,-0.149,4.603,-3.952,1.49E-04,3.59E-03,C11orf30,chromosome 11 open reading frame 30,chr11q13.5,chr11:76256879-76262588 (+) // 98.98 // q13.5
229794_at,-0.220,5.293,-3.950,1.51E-04,3.62E-03,ZNF585A,zinc finger protein 585A,chr19q13.12,chr19:37638505-37638984 (-) // 39.38 // q13.12
228125_at,-0.130,6.932,-3.949,1.51E-04,3.63E-03,ZSCAN30,zinc finger and SCAN domain containing 30,chr18q12.2,chr18:32831025-32833480 (-) // 70.53 // q12.2
216863_s_at,0.141,6.674,3.948,1.52E-04,3.64E-03,MORC2,MORC family CW-type zinc finger 2,chr22q12.2,chr22:31322789-31354679 (-) // 100.0 // q12.2
230211_at,-0.224,4.259,-3.947,1.52E-04,3.64E-03,---,---,---,chr14:92432336-92432830 (-) // 95.74 // q32.12
236215_at,0.268,3.971,3.946,1.53E-04,3.65E-03,---,---,---,chr8:79620099-79620797 (+) // 61.84 // q21.12
201669_s_at,-0.176,11.019,-3.946,1.53E-04,3.65E-03,MARCKS,myristoylated alanine-rich protein kinase C substrate,chr6q22.2,chr6:114178555-114182980 (+) // 89.65 // q21 /// chr21:27607157-27608233 (-) // 40.25 // q21.3
200970_s_at,-0.106,9.865,-3.946,1.53E-04,3.65E-03,SERP1,stress-associated endoplasmic reticulum protein 1,chr3q25.1,chr3:150260297-150264237 (-) // 98.91 // q25.1
222354_at,-0.252,4.111,-3.945,1.53E-04,3.65E-03,F11R,F11 receptor,chr1q21.2-q21.3,chr1:160964995-160965626 (-) // 36.32 // q23.3
225335_at,0.164,6.907,3.945,1.53E-04,3.65E-03,ZNF496,zinc finger protein 496,chr1q44,chr1:247460718-247464565 (-) // 79.18 // q44
212583_at,-0.121,5.495,-3.945,1.53E-04,3.65E-03,AQR,aquarius homolog (mouse),chr15q14,chr15:35147723-35262069 (-) // 95.2 // q14
222689_at,-0.160,5.111,-3.942,1.55E-04,3.69E-03,ACER3,alkaline ceramidase 3,chr11q13.5,chr11:76571978-76734831 (+) // 92.24 // q13.5
1569325_at,0.100,3.724,3.940,1.56E-04,3.71E-03,ARPC5,"actin related protein 2/3 complex, subunit 5, 16kDa",chr1q25.3,chr1:183599459-183602445 (-) // 61.63 // q25.3
36129_at,0.136,8.730,3.939,1.57E-04,3.72E-03,SGSM2,small G protein signaling modulator 2,chr17p13.3,chr17:2240928-2284348 (+) // 85.08 // p13.3
226505_x_at,-0.121,8.597,-3.938,1.57E-04,3.72E-03,USP32,ubiquitin specific peptidase 32,chr17q23.3,chr17:16705937-16707769 (+) // 91.72 // p11.2 /// chr17:20334512-20336347 (+) // 91.23 // p11.2 /// chr17:5076464-5078286 (+) // 92.09 // p13.2 /// chr17:58254591-58256419 (-) // 97.33 // q23.1 /// chr17:18414578-18416407 (-) // 91.39 // p11.2
213879_at,-0.096,7.913,-3.937,1.58E-04,3.73E-03,---,---,---,chr17:73163824-73164280 (+) // 98.28 // q25.1 /// chr17:46951645-46952113 (+) // 92.89 // q21.32 /// chr6:29603222-29603683 (+) // 96.98 // p22.1 /// chrX:114952652-114953108 (+) // 90.3 // q23 /// chr17:48313978-48314429 (-) // 85.56 // q21.33 /// chr2:197687317-197687755 (-) // 90.95 // q33.1 /// chr5:173989224-173989669 (-) // 92.03 // q35.2 /// chr7:55800283-55800714 (-) // 87.5 // p11.2
224853_at,0.176,4.526,3.937,1.58E-04,3.73E-03,SLAIN2,"SLAIN motif family, member 2",chr4p11,chr4:48343433-48428218 (+) // 98.36 // p11
227208_at,-0.105,7.700,-3.937,1.58E-04,3.73E-03,CCDC84,coiled-coil domain containing 84,chr11q23.3,chr11:118883892-118889035 (+) // 84.09 // q23.3
221703_at,-0.184,4.656,-3.936,1.58E-04,3.73E-03,BRIP1,BRCA1 interacting protein C-terminal helicase 1,chr17q22.2,chr17:59759984-59940755 (-) // 93.53 // q23.2
215095_at,-0.145,4.149,-3.935,1.59E-04,3.76E-03,---,---,---,chr13:47345390-47347952 (-) // 59.31 // q14.2
227786_at,-0.134,7.412,-3.934,1.59E-04,3.76E-03,MED30,mediator complex subunit 30,chr8q24.11,chr8:118532951-118552501 (+) // 98.11 // q24.11
205087_at,-0.109,7.769,-3.934,1.60E-04,3.76E-03,RWDD3,RWD domain containing 3,chr1p21.3,chr1:95699766-95712773 (+) // 97.9 // p21.3
208753_s_at,-0.100,10.236,-3.933,1.60E-04,3.76E-03,NAP1L1,nucleosome assembly protein 1-like 1,chr12q21.2,chr12:76441223-76478448 (-) // 98.79 // q21.2
203581_at,-0.140,8.298,-3.932,1.61E-04,3.77E-03,RAB4A,"RAB4A, member RAS oncogene family",chr1q42-q43,chr1:229407015-229440154 (+) // 98.03 // q42.13
202470_s_at,-0.109,6.918,-3.932,1.61E-04,3.77E-03,CPSF6,"cleavage and polyadenylation specific factor 6, 68kDa",chr12q15,chr12:69633399-69665023 (+) // 96.38 // q15
1569013_s_at,-0.189,3.960,-3.930,1.62E-04,3.79E-03,LOC96610,"BMS1 homolog, ribosome assembly protein (yeast) pseudogene",chr22q11.22,chr15:20353704-20364114 (+) // 74.97 // q11.1 /// chr15:21360301-21370721 (+) // 74.97 // q11.2 /// chr22:22652585-22662644 (+) // 76.08 // q11.22 /// chr9:66960617-66962069 (+) // 47.94 // q13 /// chr9:42808702-42810154 (+) // 47.67 // p12 /// chr9:69720271-69721724 (-) // 49.93 // q21.11 /// chr9:70336468-70337920 (-) // 49.76 // q21.11 /// chr9:70085720-70087172 (-) // 47.67 // q21.11
212536_at,-0.106,9.182,-3.930,1.62E-04,3.79E-03,ATP11B,"ATPase, class VI, type 11B",chr3q27,chr3:182583245-182639423 (+) // 99.07 // q26.33
222588_s_at,-0.099,7.295,-3.929,1.62E-04,3.80E-03,C11orf57,chromosome 11 open reading frame 57,chr11q23.1,chr11:111946289-111955874 (+) // 92.66 // q23.1
206862_at,-0.130,3.778,-3.928,1.63E-04,3.81E-03,ZNF254,zinc finger protein 254,chr19p12,chr19:24269975-24311182 (+) // 96.11 // p12
223380_s_at,0.374,6.057,3.928,1.63E-04,3.81E-03,LATS2,"LATS, large tumor suppressor, homolog 2 (Drosophila)",chr13q11-q12,chr13:21548578-21635654 (-) // 97.73 // q12.11
218306_s_at,-0.163,8.743,-3.927,1.63E-04,3.81E-03,HERC1,hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1,chr15q22,chr15:63900817-64126088 (-) // 98.97 // q22.31
208714_at,0.100,9.577,3.927,1.63E-04,3.81E-03,NDUFV1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa",chr11q13,chr11:67374397-67380005 (+) // 97.3 // q13.2
243718_at,-0.356,5.162,-3.927,1.64E-04,3.81E-03,---,---,---,chr9:45490100-45491059 (+) // 17.03 // p11.2 /// chr9:45876343-45877303 (+) // 16.93 // p11.2 /// chr21:10548735-10549686 (-) // 16.73 // p11.2 /// chr4:132848273-132849227 (-) // 16.83 // q28.3 /// chr9:42202117-42203077 (-) // 17.03 // p12 /// chr9:70596966-70597927 (-) // 17.13 // q21.11 /// chr9:68249492-68250450 (-) // 16.93 // q13
224831_at,-0.151,8.254,-3.926,1.64E-04,3.82E-03,CPEB4,cytoplasmic polyadenylation element binding protein 4,chr5q21,chr5:173316668-173387394 (+) // 95.53 // q35.2
235241_at,-0.103,7.572,-3.925,1.64E-04,3.82E-03,SLC38A9,"solute carrier family 38, member 9",chr5q11.2,chr5:54921673-54922466 (-) // 91.44 // q11.2
208754_s_at,-0.138,10.249,-3.925,1.65E-04,3.82E-03,NAP1L1,nucleosome assembly protein 1-like 1,chr12q21.2,chr12:76439959-76478450 (-) // 98.3 // q21.2
235027_at,-0.140,7.705,-3.924,1.65E-04,3.83E-03,---,---,---,chr7:63813846-63815412 (+) // 99.24 // q11.21
218111_s_at,-0.115,7.696,-3.924,1.65E-04,3.83E-03,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,chr12p12.1,chr12:22199219-22218298 (+) // 100.0 // p12.1
202319_at,-0.141,5.651,-3.924,1.65E-04,3.83E-03,SENP6,SUMO1/sentrin specific peptidase 6,chr6q13-q14.3,chr6:76312240-76426181 (+) // 99.88 // q14.1
213117_at,-0.168,7.071,-3.923,1.66E-04,3.83E-03,KLHL9,kelch-like 9 (Drosophila),chr9p22,chr9:21331018-21335368 (-) // 92.95 // p21.3
235255_at,-0.161,4.506,-3.923,1.66E-04,3.84E-03,ATP6V0A2,"ATPase, H+ transporting, lysosomal V0 subunit a2",chr12q24.31,chr12:124243538-124244892 (+) // 93.03 // q24.31
230519_at,0.106,4.291,3.922,1.67E-04,3.85E-03,FAM124A,family with sequence similarity 124A,chr13q14.3,chr13:51857479-51857903 (+) // 81.22 // q14.3
234192_s_at,-0.151,5.856,-3.921,1.67E-04,3.85E-03,GKAP1,G kinase anchoring protein 1,chr9q21.32,chr9:86354337-86356497 (-) // 71.83 // q21.32
216338_s_at,0.134,5.660,3.919,1.68E-04,3.87E-03,YIPF3,"Yip1 domain family, member 3",chr6p21.1,chr6:43479571-43484640 (-) // 81.6 // p21.1
202444_s_at,-0.154,4.257,-3.919,1.68E-04,3.88E-03,ERLIN1,ER lipid raft associated 1,chr10q21-q22,chr10:101911564-101945790 (-) // 99.93 // q24.31
225065_x_at,-0.136,10.603,-3.918,1.69E-04,3.88E-03,NCRNA00188,non-protein coding RNA 188,chr17p11.2,chr17:16344790-16345332 (+) // 46.63 // p11.2
203493_s_at,-0.104,9.176,-3.918,1.69E-04,3.88E-03,CEP57,centrosomal protein 57kDa,chr11q21,chr11:95523809-95565855 (+) // 97.47 // q21
218642_s_at,-0.124,7.393,-3.916,1.70E-04,3.90E-03,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,chr8q12.1,chr8:57124356-57131174 (+) // 82.5 // q12.1
228070_at,0.146,7.284,3.915,1.71E-04,3.90E-03,PPP2R5E,"protein phosphatase 2, regulatory subunit B', epsilon isoform",chr14q23.1,chr14:63839365-63840853 (-) // 92.86 // q23.2 /// chr7:56369033-56370508 (-) // 91.85 // p11.2
202802_at,0.133,7.062,3.915,1.71E-04,3.90E-03,DHPS,deoxyhypusine synthase,chr19p13,chr19:12786533-12792677 (-) // 98.08 // p13.2
201737_s_at,-0.143,7.853,-3.915,1.71E-04,3.90E-03,06.mars,membrane-associated ring finger (C3HC4) 6,chr5p15.2,chr5:10403517-10435491 (+) // 96.21 // p15.2
224933_s_at,0.241,7.916,3.915,1.71E-04,3.91E-03,JMJD1C,jumonji domain containing 1C,chr10q21.3,chr10:64926980-64967801 (-) // 98.77 // q21.3
209430_at,-0.129,10.135,-3.914,1.71E-04,3.92E-03,BTAF1,"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)",chr10q22-q23,chr10:93683551-93791188 (+) // 97.52 // q23.32
1565772_at,0.112,3.980,3.913,1.72E-04,3.92E-03,PAK1,p21 protein (Cdc42/Rac)-activated kinase 1,chr11q13-q14,chr11:77184415-77440968 (-) // 48.76 // q14.1
238483_at,-0.205,3.938,-3.911,1.73E-04,3.94E-03,SSBP2,single-stranded DNA binding protein 2,chr5q14.1,chr5:80708930-80710082 (-) // 84.05 // q14.1
209666_s_at,-0.121,7.185,-3.910,1.73E-04,3.95E-03,CHUK,conserved helix-loop-helix ubiquitous kinase,chr10q24-q25,chr10:101948124-101989352 (-) // 88.49 // q24.31
204643_s_at,-0.119,6.160,-3.909,1.74E-04,3.96E-03,ENOX2,ecto-NOX disulfide-thiol exchanger 2,chrXq25,chrX:129757875-129801675 (-) // 97.67 // q26.1
221560_at,0.099,5.843,3.909,1.75E-04,3.97E-03,MARK4,MAP/microtubule affinity-regulating kinase 4,chr19q13.3,chr19:45754549-45806939 (+) // 93.46 // q13.32
211764_s_at,-0.114,9.388,-3.909,1.75E-04,3.97E-03,UBE2D1,"ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)",chr10q21.1,chr10:60094767-60129351 (+) // 97.86 // q21.1
202820_at,-0.244,9.587,-3.908,1.75E-04,3.97E-03,AHR,aryl hydrocarbon receptor,chr7p15,chr7:17338245-17385392 (+) // 92.45 // p21.1
228818_at,0.311,5.044,3.907,1.75E-04,3.97E-03,---,---,---,chr8:80951666-80954017 (-) // 41.97 // q21.13
221780_s_at,0.117,8.096,3.907,1.75E-04,3.97E-03,DDX27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,chr20q13.13,chr20:47835883-47860614 (+) // 97.96 // q13.13
223335_at,-0.092,9.219,-3.902,1.79E-04,4.04E-03,TMEM69,transmembrane protein 69,chr1p34.1,chr1:46153867-46160106 (+) // 88.47 // p34.1
244552_at,-0.198,6.811,-3.902,1.79E-04,4.05E-03,ZNF788,zinc finger family member 788,chr19p13.2,chr19:12225037-12225664 (+) // 99.21 // p13.2
221943_x_at,-0.094,9.457,-3.900,1.80E-04,4.06E-03,RPL38,Ribosomal protein L38,chr17q23-q25,chr17:72199817-72206019 (-) // 76.72 // q25.1
208663_s_at,0.343,8.532,3.899,1.80E-04,4.07E-03,TTC3,tetratricopeptide repeat domain 3,chr21q22.2,chr21:38458089-38575408 (+) // 92.76 // q22.13 /// chrX:74958808-74966761 (-) // 78.71 // q13.3
244317_at,-0.228,3.516,-3.899,1.81E-04,4.07E-03,KIAA1324L,KIAA1324-like,chr7q21.12,chr7:86537053-86554972 (-) // 98.15 // q21.12
201040_at,0.183,6.722,3.898,1.81E-04,4.08E-03,GNAI2,"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2",chr3p21,chr3:50273654-50296287 (+) // 95.42 // p21.31
222567_s_at,-0.159,4.700,-3.897,1.82E-04,4.09E-03,MEX3C,mex-3 homolog C (C. elegans),chr18q21.2,chr18:48700919-48703180 (-) // 95.01 // q21.2
225477_s_at,-0.097,8.589,-3.896,1.82E-04,4.10E-03,NR2C2,"nuclear receptor subfamily 2, group C, member 2",chr3p25,chr3:15087352-15090778 (+) // 96.61 // p25.1
212517_at,-0.126,5.286,-3.896,1.83E-04,4.10E-03,ATRN,attractin,chr20p13,chr20:3520868-3631765 (+) // 97.87 // p13
224315_at,-0.130,5.570,-3.895,1.83E-04,4.11E-03,DDX20,DEAD (Asp-Glu-Ala-Asp) box polypeptide 20,chr1p21.1-p13.2,chr1:112303018-112310195 (+) // 96.96 // p13.2
229571_at,0.215,3.833,3.895,1.83E-04,4.11E-03,---,---,---,chr2:47401406-47402282 (-) // 81.2 // p21
229109_s_at,-0.155,3.413,-3.895,1.84E-04,4.11E-03,BLVRA,Biliverdin reductase A,chr7p14-cen,chr7:43840061-43846780 (-) // 92.59 // p13
208673_s_at,-0.113,9.663,-3.894,1.84E-04,4.12E-03,SRSF3,serine/arginine-rich splicing factor 3,chr6p21,chr11:18686499-18688026 (+) // 70.34 // p15.1 /// chr6:36562165-36571209 (+) // 98.64 // p21.31
1554509_a_at,-0.109,5.526,-3.893,1.84E-04,4.12E-03,FAM188A,"family with sequence similarity 188, member A",chr10p13,chr10:15820852-15902497 (-) // 97.95 // p13
218992_at,-0.114,8.807,-3.892,1.85E-04,4.13E-03,C9orf46,chromosome 9 open reading frame 46,chr9p24.1,chr9:5357972-5437860 (-) // 92.56 // p24.1
225897_at,-0.252,10.072,-3.891,1.86E-04,4.15E-03,MARCKS,myristoylated alanine-rich protein kinase C substrate,chr6q22.2,chr6:114182624-114184646 (+) // 96.12 // q21 /// chr21:27599880-27607512 (-) // 93.16 // q21.3
227299_at,-0.177,5.913,-3.890,1.87E-04,4.16E-03,CCNI,Cyclin I,chr4q21.1,chr4:77977449-77996847 (+) // 90.11 // q21.1
208935_s_at,-0.158,7.861,-3.890,1.87E-04,4.16E-03,LGALS8,"lectin, galactoside-binding, soluble, 8",chr1q43,chr1:236689335-236714292 (+) // 97.04 // q43
235053_at,0.139,3.820,3.888,1.88E-04,4.17E-03,---,---,---,chr17:53034031-53034720 (-) // 30.03 // q22
36612_at,-0.129,6.205,-3.888,1.88E-04,4.17E-03,FAM168A,"family with sequence similarity 168, member A",chr11q13.4,chr11:73111844-73309091 (-) // 89.28 // q13.4
226744_at,0.098,8.695,3.888,1.88E-04,4.17E-03,METT10D,methyltransferase 10 domain containing,chr17p13.3,chr17:2319342-2320387 (-) // 87.33 // p13.3
